Record Date,Classification Description,Current Month Receipt or Outlay Amount,Current FYTD Receipt or Outlay Amount,Prior FYTD Receipt or Outlay Amount
4/30/21,General Services Administration,-62426119.58,-519834551,217201917.9
4/30/21,International Assistance Programs,1326737589,13699851266,14873385361
4/30/21,National Aeronautics and Space Administration,1817620856,13170327102,12149719961
4/30/21,National Science Foundation,564289024.3,3874048872,3995655394
4/30/21,Office of Personnel Management,9074069973,62325005447,62939169927
4/30/21,Small Business Administration,56919966561,2.40587E+11,14764036341
4/30/21,Social Security Administration,1.04071E+11,6.9345E+11,6.64708E+11
4/30/21,Independent Agencies,2438630019,10868049592,19630139426
4/30/21,Alyce Spotted Bear and Walter Soboleff Commission on Native Children,null,293000,null
4/30/21,Allowances,null,null,null
4/30/21,Undistributed Offsetting Receipts:,null,null,null
4/30/21,Interest,-7816236050,-60937980982,-72587270899
4/30/21,Other,-8680189769,-78457111434,-66645121037
4/30/21,(On-Budget),5.7791E+11,3.49358E+12,2.77691E+12
4/30/21,(Off-Budget),86856150859,5.81388E+11,5.4994E+11
4/30/21,Surplus (+) or Deficit (-),-2.25579E+11,-1.93184E+12,-1.48147E+12
4/30/21,Individual Income Taxes,1.9465E+11,1.01936E+12,8.44717E+11
4/30/21,Corporation Income Taxes,72768883363,1.77148E+11,88194212838
4/30/21,Social Insurance and Retirement Receipts:,null,null,null
4/30/21,Employment and General Retirement (Off-Budget),1.02281E+11,5.74711E+11,5.60164E+11
4/30/21,Employment and General Retirement (On-Budget),31116869283,1.80822E+11,1.7455E+11
4/30/21,Unemployment Insurance,10029631052,26388652619,20258341817
4/30/21,Other Retirement,546444165.4,3304390587,2952622067
4/30/21,Excise Taxes,5889004548,36388171061,40327601486
4/30/21,Estate and Gift Taxes,4576466980,16055051659,9801887209
4/30/21,Customs Duties,7128113887,43765989811,43278813763
4/30/21,Miscellaneous Receipts,10200185601,65189382445,61135150756
4/30/21,Total Receipts,4.39186E+11,2.14313E+12,1.84538E+12
4/30/21,(On-Budget),3.36905E+11,1.56842E+12,1.28522E+12
4/30/21,(Off-Budget),1.02281E+11,5.74711E+11,5.60164E+11
4/30/21,Budget Outlays,null,null,null
4/30/21,Legislative Branch,393716742.3,3064063545,3078043105
4/30/21,Judicial Branch,819176737,4960040168,4855637159
4/30/21,Department of Agriculture,22233167471,1.39579E+11,98954021746
4/30/21,Department of Commerce,744575855.6,8841520715,9295990393
4/30/21,Department of Defense--Military Programs,67178929657,4.30605E+11,4.03459E+11
4/30/21,Department of Education,10296879973,62391481747,48957194532
4/30/21,Department of Energy,3346991398,20569303238,18689331835
4/30/21,Department of Health and Human Services,1.57717E+11,8.75568E+11,8.69273E+11
4/30/21,Department of Veterans Affairs,31254636351,1.46319E+11,1.23453E+11
4/30/21,Total Outlays,6.64766E+11,4.07497E+12,3.32685E+12
4/30/21,(On-Budget),-2.41004E+11,-1.92516E+12,-1.4917E+12
4/30/21,(Off-Budget),15424849141,-6677428652,10224125509
3/31/21,Department of Education,11946995768,52094601774,43151649750
3/31/21,Department of Energy,3223414015,17222311840,16027474302
3/31/21,Department of Health and Human Services,1.26258E+11,7.1785E+11,6.19263E+11
3/31/21,Department of Homeland Security,7049840972,46466981903,29024887542
3/31/21,Department of Housing and Urban Development,2900381052,22268257974,23562210143
3/31/21,Department of the Interior,1375661206,7334599080,7224260786
3/31/21,Department of Justice,2635506055,18395733116,16506657590
3/31/21,Department of Labor,51928169966,2.12864E+11,19021920887
3/31/21,Department of State,4019341176,16068590839,15745409821
3/31/21,Department of Transportation,6942708281,47574448811,39216351936
3/31/21,Department of the Treasury:,null,null,null
3/31/21,Interest on Treasury Debt Securities (Gross),36639451155,2.28632E+11,2.69452E+11
3/31/21,Department of Veterans Affairs,20092896554,1.15064E+11,1.04836E+11
3/31/21,Corps of Engineers,604734000.5,4357359457,4367614739
3/31/21,Budget Receipts,null,null,null
3/31/21,Individual Income Taxes,1.20314E+11,8.24713E+11,7.6946E+11
3/31/21,Corporation Income Taxes,15255474248,1.04379E+11,84253821698
3/31/21,Social Insurance and Retirement Receipts:,null,null,null
3/31/21,Employment and General Retirement (Off-Budget),82247503378,4.7243E+11,4.60353E+11
3/31/21,Employment and General Retirement (On-Budget),22905376019,1.49705E+11,1.44379E+11
3/31/21,Unemployment Insurance,1138928060,16359021567,11195179681
3/31/21,Other Retirement,430746800.2,2757946422,2550652384
3/31/21,Excise Taxes,6434412467,30499166513,39974142675
3/31/21,Estate and Gift Taxes,2447876248,11478584679,9788897145
3/31/21,Customs Duties,6275426245,36637875924,39165253260
3/31/21,Miscellaneous Receipts,10165001972,54989720948,42396401650
3/31/21,Total Receipts,2.67614E+11,1.70395E+12,1.60352E+12
3/31/21,(On-Budget),1.85367E+11,1.23152E+12,1.14316E+12
3/31/21,(Off-Budget),82247503378,4.7243E+11,4.60353E+11
3/31/21,Budget Outlays,null,null,null
3/31/21,Legislative Branch,441990151.6,2670346802,2694290726
3/31/21,Judicial Branch,703440406.1,4140863431,4187784084
3/31/21,Department of Agriculture,16332804033,1.17346E+11,88649419331
3/31/21,Department of Commerce,995333592.4,8096944859,7817897520
3/31/21,Department of Defense--Military Programs,66640192765,3.63426E+11,3.48178E+11
3/31/21,Other,3.7293E+11,6.31478E+11,1.14172E+11
3/31/21,Environmental Protection Agency,631864529,4014080418,4660554050
3/31/21,Executive Office of the President,30416459.79,209146437.7,196244508.4
3/31/21,General Services Administration,73086146.88,-468498093.6,344775445.8
3/31/21,International Assistance Programs,2492655097,12373113677,12374177073
3/31/21,National Aeronautics and Space Administration,2177832523,11352706246,10524286302
3/31/21,National Science Foundation,571305495.1,3309759847,3473733487
3/31/21,Office of Personnel Management,9362088841,53250935475,53653614071
3/31/21,Social Security Administration,99120198871,5.89379E+11,5.68127E+11
3/31/21,Independent Agencies,-1151485491,8429426373,14473582421
3/31/21,Alyce Spotted Bear and Walter Soboleff Commission on Native Children,null,293000,null
3/31/21,Allowances,null,null,null
3/31/21,Undistributed Offsetting Receipts:,null,null,null
3/31/21,Interest,-3513395762,-53121744933,-66274848972
3/31/21,Other,-7968727123,-69776921664,-59647128676
3/31/21,Total Outlays,9.27206E+11,3.41019E+12,2.34697E+12
3/31/21,Other Defense Civil Programs,5186038905,34223533118,32567122816
3/31/21,(On-Budget),8.35553E+11,2.91566E+12,1.87607E+12
3/31/21,(Off-Budget),91652957632,4.94532E+11,4.70901E+11
3/31/21,Surplus (+) or Deficit (-),-6.59592E+11,-1.70625E+12,-7.43453E+11
3/31/21,(On-Budget),-6.50186E+11,-1.68414E+12,-7.32904E+11
3/31/21,(Off-Budget),-9405454254,-22102284593,-10548618644
3/31/21,Small Business Administration,86532362977,1.83668E+11,-603059650.3
2/28/21,Total Receipts,2.48314E+11,1.43633E+12,1.36675E+12
2/28/21,(On-Budget),1.73852E+11,1.04615E+12,9.90095E+11
2/28/21,(Off-Budget),74462000000,3.90182E+11,3.76655E+11
2/28/21,Budget Outlays,null,null,null
2/28/21,Legislative Branch,391225182.2,2228356651,2239146608
2/28/21,Judicial Branch,648013680.6,3437423025,3486805119
2/28/21,Department of Agriculture,14259464313,1.01013E+11,77421425304
2/28/21,Department of Commerce,940018792.9,7101611267,6617579448
2/28/21,Department of Defense--Military Programs,50862300772,2.96785E+11,2.90323E+11
2/28/21,Department of Education,9100598326,40147606006,36785432263
2/28/21,Department of Energy,2511537898,13998897825,13151860327
2/28/21,Department of Health and Human Services,1.15321E+11,5.91592E+11,5.45736E+11
2/28/21,Department of Homeland Security,5830347335,39417140931,24248393338
2/28/21,Department of Housing and Urban Development,4335985542,19367876923,19110240987
2/28/21,Department of the Interior,1008597424,5958937874,5729222673
2/28/21,Department of Justice,3060712771,15760227061,12972730858
2/28/21,Department of Labor,44990430465,1.60936E+11,13372838958
2/28/21,Department of State,1325823769,12049249663,12985549843
2/28/21,Department of Transportation,8979284331,40631740531,32944939217
2/28/21,Department of the Treasury:,null,null,null
2/28/21,Interest on Treasury Debt Securities (Gross),32282366545,1.91993E+11,2.28982E+11
2/28/21,Other,47649963697,2.58547E+11,91546573803
2/28/21,Department of Veterans Affairs,18694183796,94971435958,97541712931
2/28/21,Corps of Engineers,610279515.7,3752625457,3572824165
2/28/21,Other Defense Civil Programs,4687633351,29037494214,32052213974
2/28/21,Environmental Protection Agency,600911644,3382215889,3970477114
2/28/21,Executive Office of the President,34994660.32,178729977.9,163676839.8
2/28/21,General Services Administration,-285562074.7,-541584240.5,347573767
2/28/21,International Assistance Programs,5918685838,9880458581,7001983812
2/28/21,National Aeronautics and Space Administration,1605712875,9174873724,8660436645
2/28/21,National Science Foundation,559117080.3,2738454352,2936101010
2/28/21,Office of Personnel Management,8119484136,43888846634,44665922130
2/28/21,Small Business Administration,90967647580,97135158586,453279650.1
2/28/21,Social Security Administration,98942175606,4.90259E+11,4.76257E+11
2/28/21,Independent Agencies,2687127250,9580911864,11701975812
2/28/21,Alyce Spotted Bear and Walter Soboleff Commission on Native Children,293000,293000,null
2/28/21,Allowances,null,null,null
2/28/21,Undistributed Offsetting Receipts:,null,null,null
2/28/21,Interest,-5196402954,-49608349171,-63507849850
2/28/21,Other,-12207468494,-61808194542,-52255556792
2/28/21,Total Outlays,5.59236E+11,2.48299E+12,1.99122E+12
2/28/21,(On-Budget),4.6671E+11,2.08011E+12,1.60966E+12
2/28/21,(Off-Budget),92525508361,4.02879E+11,3.81557E+11
2/28/21,Budget Receipts,null,null,null
2/28/21,Individual Income Taxes,1.25827E+11,7.04399E+11,6.71144E+11
2/28/21,Corporation Income Taxes,3779772798,89123335372,73864110730
2/28/21,Social Insurance and Retirement Receipts:,null,null,null
2/28/21,Employment and General Retirement (Off-Budget),74462000000,3.90182E+11,3.76655E+11
2/28/21,Employment and General Retirement (On-Budget),20861192638,1.268E+11,1.20912E+11
2/28/21,Unemployment Insurance,3681178331,15220093507,10899153197
2/28/21,Other Retirement,433571052,2327199622,2145657780
2/28/21,Excise Taxes,4903749526,24064754046,33559341693
2/28/21,Estate and Gift Taxes,1151533701,9030708430,8571993543
2/28/21,Customs Duties,6323345584,30362449679,34350503268
2/28/21,Miscellaneous Receipts,6890651677,44824718976,34647829932
2/28/21,Surplus (+) or Deficit (-),-3.10922E+11,-1.04665E+12,-6.24465E+11
2/28/21,(On-Budget),-2.92858E+11,-1.03396E+12,-6.19563E+11
2/28/21,(Off-Budget),-18063508361,-12696830338,-4902338131
1/31/21,Budget Receipts,null,null,null
1/31/21,Budget Outlays,null,null,null
1/31/21,Judicial Branch,639193972.4,2789409344,2855523258
1/31/21,Department of Agriculture,14684579465,86753921569,63950087331
1/31/21,Department of Commerce,984786766.2,6161592474,5624983360
1/31/21,Department of Defense--Military Programs,50864394799,2.45923E+11,2.37702E+11
1/31/21,Department of Education,9565907170,31047007680,27490050504
1/31/21,Department of Energy,2540040040,11487359928,10804344330
1/31/21,Department of Health and Human Services,1.19632E+11,4.76271E+11,4.43759E+11
1/31/21,Department of Homeland Security,5945486136,33587060263,19949810945
1/31/21,Department of Housing and Urban Development,3373442798,15031891381,15356945541
1/31/21,Department of the Interior,1182427969,4950340450,4873554683
1/31/21,Department of Justice,3659831092,12699514289,12608353466
1/31/21,Department of Labor,36313789287,1.15946E+11,10018011826
1/31/21,Department of State,2082218427,10723425895,10772854804
1/31/21,Legislative Branch,448836452.9,1837131468,1853675259
1/31/21,Individual Income Taxes,2.31569E+11,5.78572E+11,6.01518E+11
1/31/21,Corporation Income Taxes,16463234507,85343562574,75905412513
1/31/21,Social Insurance and Retirement Receipts:,null,null,null
1/31/21,Employment and General Retirement (Off-Budget),89338000000,3.1572E+11,3.0084E+11
1/31/21,Employment and General Retirement (On-Budget),26231935301,1.05939E+11,99488422595
1/31/21,Unemployment Insurance,2171898169,11538915176,8619850634
1/31/21,Other Retirement,428923639.7,1893546900,1745544636
1/31/21,Excise Taxes,3478562414,19161004520,26874790517
1/31/21,Estate and Gift Taxes,1679754366,7879174729,6987666712
1/31/21,Customs Duties,5870767385,24039104095,28064260695
1/31/21,Miscellaneous Receipts,7419018768,37934333966,28755800798
1/31/21,Total Receipts,3.84651E+11,1.18802E+12,1.1788E+12
1/31/21,(On-Budget),2.95313E+11,8.72301E+11,8.7796E+11
1/31/21,(Off-Budget),89338000000,3.1572E+11,3.0084E+11
1/31/21,Department of Transportation,6039364238,31652456200,25939138669
1/31/21,Department of the Treasury:,null,null,null
1/31/21,Interest on Treasury Debt Securities (Gross),27265863759,1.5971E+11,1.94091E+11
1/31/21,Other,1.75802E+11,2.10897E+11,31486329639
1/31/21,Department of Veterans Affairs,9457185448,76277252162,79743740487
1/31/21,Corps of Engineers,588763203.1,3142345941,2909918833
1/31/21,Other Defense Civil Programs,1576956404,24349779192,27026284183
1/31/21,Environmental Protection Agency,595775924.9,2781304245,3263192982
1/31/21,Executive Office of the President,33169632.84,143735317.6,131441602.2
1/31/21,General Services Administration,-410926541.6,-256022165.8,-52307209.05
1/31/21,International Assistance Programs,-1112297624,3961772743,5559926142
1/31/21,National Aeronautics and Space Administration,1355237733,7569160849,7171498400
1/31/21,National Science Foundation,497355172.8,2179337272,2400747234
1/31/21,Office of Personnel Management,9270542277,35769362499,35603514561
1/31/21,Small Business Administration,2426097955,6167511005,351538307.2
1/31/21,Social Security Administration,69568925109,3.91317E+11,3.80623E+11
1/31/21,Allowances,null,null,null
1/31/21,Undistributed Offsetting Receipts:,null,null,null
1/31/21,Interest,-1299810607,-44411946217,-59778908846
1/31/21,Independent Agencies,1420147824,6893784614,9298691308
1/31/21,Other,-7508389326,-49600726048,-45400060883
1/31/21,Total Outlays,5.47483E+11,1.92375E+12,1.56799E+12
1/31/21,(On-Budget),4.87184E+11,1.6134E+12,1.27537E+12
1/31/21,(Off-Budget),60299412276,3.10353E+11,2.92619E+11
1/31/21,Surplus (+) or Deficit (-),-1.62832E+11,-7.35732E+11,-3.89187E+11
1/31/21,(On-Budget),-1.91871E+11,-7.41098E+11,-3.97408E+11
1/31/21,(Off-Budget),29038587724,5366678023,8221199480
12/31/20,Employment and General Retirement (On-Budget),29548646447,79706816330,72626091123
12/31/20,Unemployment Insurance,3665664496,9367017007,5601156272
12/31/20,Other Retirement,476794431.2,1464623260,1323397834
12/31/20,Excise Taxes,5333498829,15682442106,20567239728
12/31/20,Estate and Gift Taxes,2212324960,6199420363,4627073162
12/31/20,Miscellaneous Receipts,9794146463,30515315198,20250186754
12/31/20,Total Receipts,3.46119E+11,8.0337E+11,8.06512E+11
12/31/20,(On-Budget),2.64479E+11,5.76988E+11,5.96414E+11
12/31/20,(Off-Budget),81640033576,2.26382E+11,2.10098E+11
12/31/20,Budget Outlays,null,null,null
12/31/20,Legislative Branch,415526286.8,1388295016,1393672167
12/31/20,Judicial Branch,655941213.1,2150215372,2166478164
12/31/20,Department of Agriculture,20972501259,72069342104,52725172469
12/31/20,Department of Commerce,2494904597,5176805708,4612870626
12/31/20,Department of Defense--Military Programs,66999759140,1.95059E+11,1.87348E+11
12/31/20,Department of Education,6696038802,21481100510,17651461535
12/31/20,Department of Energy,3254542723,8947319888,7974239809
12/31/20,Department of Health and Human Services,1.22881E+11,3.56639E+11,3.0934E+11
12/31/20,Department of Homeland Security,6878665508,27641574127,15387082354
12/31/20,Department of Housing and Urban Development,3817469768,11658448582,11690022731
12/31/20,Department of the Interior,1654273741,3767912481,3618273260
12/31/20,Department of Justice,3152133654,9039683198,8937264848
12/31/20,Department of Labor,29950913768,79631911974,5135844937
12/31/20,Department of State,2726587770,8641207468,8361593626
